As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences,Crime Type,Date
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,Unknown ,2,Commercial Burglary,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Darwin,,20,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Palmerston,,9,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Alice Springs,,8,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Katherine,,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Tennant Creek,,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Alligator,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Barkly,3,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Howard Springs,2,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Tanami,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Victoria River,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Weddell,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,Darwin,,236,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,Palmerston,,68,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,Alice Springs,,90,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,Katherine,,19,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,Tennant Creek,,7,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,Nhulunbuy,,2,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Alligator,8,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Anindilyakwa,8,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Barkly,9,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Daly,4,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,East Arnhem,9,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Gulf,2,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Howard Springs,4,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Humpty Doo,4,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Petermann - Simpson,2,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Sandover - Plenty,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Tanami,4,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Thamarrurr,3,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Tiwi Islands,1,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Virginia,8,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Weddell,5,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,2,Theft,2025-02-01
1/04/2026,2025,2,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Unknown ,11,Theft,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Darwin,,187,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Palmerston,,83,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Alice Springs,,200,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Katherine,,47,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Tennant Creek,,26,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Nhulunbuy,,2,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Alligator,5,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Anindilyakwa,7,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Barkly,5,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Daly,8,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,East Arnhem,37,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Elsey,2,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Gulf,11,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Howard Springs,7,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Humpty Doo,3,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Petermann - Simpson,1,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Sandover - Plenty,2,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Tanami,5,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Thamarrurr,9,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Tiwi Islands,4,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Virginia,7,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Weddell,2,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,West Arnhem,9,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,6,Property Damage,2025-02-01
1/04/2026,2025,2,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Unknown ,28,Property Damage,2025-02-01
1/04/2026,2025,3,01 Homicide,0132 Driving causing death,Unknown,Unknown,NT Balance,Alligator,1,Homicide,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,Darwin,,32,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,Palmerston,,13,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,Alice Springs,,32,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,Katherine,,11,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,Tennant Creek,,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Alligator,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Anindilyakwa,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Barkly,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,East Arnhem,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Elsey,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Gulf,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Howard Springs,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Humpty Doo,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Petermann - Simpson,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Sandover - Plenty,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Tanami,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Thamarrurr,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Tiwi Islands,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Victoria River,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Virginia,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,West Arnhem,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,No,NT Balance,Unknown ,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,Darwin,,52,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,Palmerston,,26,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,Alice Springs,,57,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,Katherine,,19,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,Tennant Creek,,9,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,Nhulunbuy,,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Anindilyakwa,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Barkly,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Daly,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,East Arnhem,19,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Elsey,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Gulf,11,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Howard Springs,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Humpty Doo,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,8,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,18,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,11,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Virginia,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Weddell,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,15,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,Darwin,,28,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,Palmerston,,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,17,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,Katherine,,12,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,NT Balance,Alligator,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,NT Balance,Anindilyakwa,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,NT Balance,Daly,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,No,NT Balance,Tanami,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,62,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,25,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,63,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,58,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,33,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Daly,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,East Arnhem,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,11,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Howard Springs,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,8,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Weddell,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Unknown ,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,Darwin,,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,Palmerston,,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,East Arnhem,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Petermann - Simpson,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Tanami,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Unknown ,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,Yes,Darwin,,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,Weddell,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,West Arnhem,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,No,Katherine,,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Howard Springs,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Tiwi Islands,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Unknown ,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Darwin,,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Alice Springs,,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Katherine,,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Tennant Creek,,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,022 Assault of a prescribed officer,Yes,Yes,NT Balance,Sandover - Plenty,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,Darwin,,25,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,Palmerston,,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,Alice Springs,,6,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,Katherine,,6,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,Tennant Creek,,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Barkly,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Daly,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,East Arnhem,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Gulf,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Humpty Doo,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Petermann - Simpson,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,3,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Tanami,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Thamarrurr,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Victoria River,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Virginia,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,No,NT Balance,Weddell,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,Darwin,,7,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,Palmerston,,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,Alice Springs,,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,Katherine,,5,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,Tennant Creek,,2,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,NT Balance,Anindilyakwa,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,NT Balance,Daly,1,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,NT Balance,East Arnhem,4,Assault,2025-03-01
1/04/2026,2025,3,02 Assault,023 Common Assault,No,Yes,NT Balance,Humpty Doo,1,Assault,2025-03-01
